SEX,RACE,ARREST DATE,BOOKING DATE,ADDRESS CITY,ADDRESS STATE,ADDRESS ZIP,CHARGE CODE,CHARGE WORDING,CHARGE LEVEL,DISPOSITION
F,B,01142017,01152017,PASADENA,TX,77503,356226,POSS MARIJUANA UNDER 2 OZ (HSC,MB,
F,B,01142017,01152017,HOUSTON,TX,77067,131302,ASSAULT-BODILY INJURY,MA,
F,B,01142017,01152017,HOUSTON,TX,77067,230179,THEFT AGGREGATE =>$750<$2500 1,MA,
F,B,01142017,01152017,HOUSTON,TX,77067,230151,"THEFT >=$750 <$2,500",MA,
M,B,01142017,01152017,HOUSTON,TX,77082,239100,THEFT >=$100<$750,MB,
M,B,01142017,01152017,HOUSTON,TX,77026,356226,POSS MARIJUANA UNDER 2 OZ (HSC,MB,DISP
M,B,01142017,01152017,HOUSTON,TX,77026,520301,UNLAW CARRY WPN,MA,DISP
M,W,01142017,01152017,HOUSTON,TX,77075,540408,DWI THIRD,F3,
M,B,01132017,01152017,HOUSTON,TX,77026,909901,MOTION TO REVOKE PAROLE,F,
M,B,01132017,01152017,HOUSTON,TX,77026,820108,EXPIRED REGISTRATION,MC,
M,B,01132017,01152017,HOUSTON,TX,77026,820104,SPEEDING,MC,
M,B,01132017,01152017,HOUSTON,TX,77026,821412,DRIVING WHILE LICENSE INVALID,MC,
M,B,01132017,01152017,HOUSTON,TX,77026,820746,VIOLATE PROMISE TO APPEAR,MC,
M,W,01132017,01152017,,,,480126,EVAD ARREST/DETENTION W/PREV C,FS,
M,W,01132017,01152017,,,,480221,TAMPER/FABRICATE EVIDENCE,F3,
M,B,01132017,01152017,HOUSTON,TX,,570703,TRESPASS PROP/BLDG-NO FORB ENT,MB,
M,W,01122017,01152017,HOUSTON,TX,77077,239100,THEFT >=$100<$750,MB,
M,W,01132017,01152017,PASADENA,TX,77502,131421,AGG ASSAULT-FAMILY MEMBER,F2,
M,B,01132017,01152017,HOUSTON,TX,77040,220205,BURGLARY OF HABITATION,F2,
F,B,01142017,01152017,HOUSTON,TX,77074,290156,CRIM MISCH >=100 <$750,MB,
M,B,01132017,01152017,HOUSTON,TX,77073,239100,THEFT >=$100<$750,MB,
F,W,01142017,01152017,KINGWOOD,TX,,230152,"THEFT <$2,500 2/MORE PREV CONV",FS,
M,W,01132017,01152017,HOUSTON,TX,77081,480105,RESIST ARR-SEARCH,MA,
F,W,01132017,01152017,HOUSTON,TX,77003,230152,"THEFT <$2,500 2/MORE PREV CONV",FS,
M,W,01132017,01152017,HOUSTON,TX,77092,220205,BURGLARY OF HABITATION,F2,
F,B,01142017,01152017,SPRING,TX,77373,356226,POSS MARIJUANA UNDER 2 OZ (HSC,MB,
M,B,01132017,01152017,HOUSTON,TX,77016,909901,MOTION TO REVOKE PAROLE,F,
M,W,01142017,01152017,HOUSTON,TX,77034,239100,THEFT >=$100<$750,MB,
M,B,01142017,01152017,HOUSTON,TX,77073,480101,EVADING ARREST/DETENTION,MA,
M,B,01142017,01152017,HOUSTON,TX,77015,356226,POSS MARIJUANA UNDER 2 OZ (HSC,MB,
M,B,01142017,01152017,HOUSTON,TX,77015,480052,TAMPER W/I.D. PERSONAL PROP,MA,
M,B,01142017,01152017,HOUSTON,TX,77015,520327,CARRYING HANDGUN IN MOTOR VEHI,MA,
M,W,01142017,01152017,HOUSTON,TX,77087,820104,SPEEDING,MC,COMM
M,W,01132017,01152017,HOUSTON,TX,77022,500430,RETALIATION,F3,
M,W,01132017,01152017,LA PORTE,TX,77571,909901,MOTION TO REVOKE PAROLE,F,
