SEX,RACE,ARREST DATE,BOOKING DATE,ADDRESS CITY,ADDRESS STATE,ADDRESS ZIP,CHARGE CODE,CHARGE WORDING,CHARGE LEVEL,DISPOSITION
F,W,07142017,07152017,HUMBLE,TX,77396,559904,POSS CS PG 1 <1G,FS,
F,W,07142017,07152017,HUMBLE,TX,77396,239100,THEFT >=$100<$750,MB,
F,B,07142017,07152017,HOUSTON,TX,77042,230151,"THEFT >=$750 <$2,500",MA,
F,B,07142017,07152017,HOUSTON,TX,77063,230156,THEFT OF SERVICE >=$100<$750,MB,
F,B,07142017,07152017,HOUSTON,TX,77099,821412,DRIVING WHILE LICENSE INVALID,MC,COMM
F,B,07142017,07152017,HOUSTON,TX,77099,820104,SPEEDING,MC,COMM
M,W,07132017,07152017,HOUSTON,TX,77044,570703,TRESPASS PROP/BLDG-NO FORB ENT,MB,
M,B,07132017,07152017,HOUSTON,TX,,239100,THEFT >=$100<$750,MB,
M,B,07132017,07152017,HOUSTON,TX,77014,400206,AGG PROMOTION PROST,F3,
M,W,07142017,07152017,HOUSTON,TX,77064,549907,DRV W/LIC INV W/PR CN/SUS/W/O,MB,
M,W,07142017,07152017,TOMBALL,TX,77375,120501,ROBBERY-BODILY INJURY,F2,
M,W,07142017,07152017,HOUSTON,TX,77021,130119,AGG ASSAULT W/DEADLY WEAPON,F2,
M,W,07142017,07152017,CONROE,TX,77385,570703,TRESPASS PROP/BLDG-NO FORB ENT,MB,
M,B,07152017,07152017,PASADENA,TX,77502,559918,MAN/DEL CS PG I 1-4 GRAMS,F2,
M,B,07152017,07152017,PASADENA,TX,77502,530003,PARENT CONTRIBUTING TO TRUANCY,MC,COMM
M,B,07142017,07152017,HUMBLE,TX,,480243,TAMPER W/GOVERNMENT RECORD,MA,DISP
M,W,07142017,07152017,HOUSTON,TX,,540097,FAILURE MAINTAIN FINANCIAL RES,MC,COMM
M,W,07142017,07152017,HOUSTON,TX,,821412,DRIVING WHILE LICENSE INVALID,MC,COMM
M,W,07142017,07152017,HOUSTON,TX,,820808,NO DRIVER LICENSE ON DEMAND,MC,COMM
M,W,07142017,07152017,HOUSTON,TX,,820935,OPR_MOTOR VEH ON TOLL RD WHEN,MC,COMM
M,W,07142017,07152017,HOUSTON,TX,,820289,FAILURE OR REFUSAL TO PAY TOLL,MC,COMM
F,B,07142017,07152017,HOUSTON,TX,77047,090710,CAPITAL MURDER,FC,
M,B,07142017,07152017,HARRIS CO,TX,77070,489901,FAIL TO ID TO P.O. FALSE INF/F,MA,
M,B,07142017,07152017,HARRIS CO,TX,77070,239100,THEFT >=$100<$750,MB,
F,B,07142017,07152017,HOUSTON,TX,77036,131302,ASSAULT-BODILY INJURY,MA,
F,W,07142017,07152017,BAYTOWN,TX,77520,241111,UNAUTH USE OF VEHICLE,FS,DADJ
M,W,07142017,07152017,OTHER,TX,77630,239100,THEFT >=$100<$750,MB,
F,W,07142017,07152017,LAPORTE,TX,77571,570703,TRESPASS PROP/BLDG-NO FORB ENT,MB,
M,W,07142017,07152017,HOUSTON,TX,,549935,DRIVING WHILE LIC SUSPENDED -,MB,
M,W,07132017,07152017,HOUSTON,TX,77072,909901,MOTION TO REVOKE PAROLE,F,
M,B,07142017,07152017,HOUSTON,TX,77085,520301,UNLAW CARRY WPN,MA,
M,B,07142017,07152017,HOUSTON,TX,77085,531102,DISORDERLY COND/FIREARM/DEADLY,MB,
M,B,07142017,07152017,HOUSTON,TX,77085,820175,VIOLATE DRIVERS LICENSE RESTRI,MC,COMM
M,B,07142017,07152017,HOUSTON,TX,77085,820819,ILLEGAL USE OF BUYER'S TAG,MC,COMM
M,B,07142017,07152017,HOUSTON,TX,77090,570703,TRESPASS PROP/BLDG-NO FORB ENT,MB,
M,W,07142017,07152017,HOUSTON,TX,77022,570703,TRESPASS PROP/BLDG-NO FORB ENT,MB,
M,W,07142017,07152017,HOUSTON,TX,77065,820640,OPERATE UNREGISTERED MOTOR VEH,MC,COMM
M,W,07142017,07152017,HOUSTON,TX,77065,820640,OPERATE UNREGISTERED MOTOR VEH,MC,COMM
M,W,07142017,07152017,HOUSTON,TX,77065,540097,FAILURE MAINTAIN FINANCIAL RES,MC,COMM
M,W,07142017,07152017,HOUSTON,TX,77065,540097,FAILURE MAINTAIN FINANCIAL RES,MC,COMM
M,W,07142017,07152017,HOUSTON,TX,77065,820819,ILLEGAL USE OF BUYER'S TAG,MC,COMM
M,W,07142017,07152017,HOUSTON,TX,77065,820819,ILLEGAL USE OF BUYER'S TAG,MC,COMM
M,W,07142017,07152017,HOUSTON,TX,77065,820833,FAIL TO SIGNAL LANE CHANGE,MC,COMM
M,W,07142017,07152017,HOUSTON,TX,77065,820833,FAIL TO SIGNAL LANE CHANGE,MC,COMM
M,W,07142017,07152017,HOUSTON,TX,77065,820104,SPEEDING,MC,COMM
M,W,07142017,07152017,HOUSTON,TX,77065,820104,SPEEDING,MC,COMM
M,W,07142017,07152017,HOUSTON,TX,77036,356220,POSS MARIJ 50-2000 LBS.,F2,
M,U,07142017,07152017,KATY,TX,77449,130119,AGG ASSAULT W/DEADLY WEAPON,F2,
M,B,07142017,07152017,HOUSTON,TX,77055,250118,FORGERY,FS,
M,W,07142017,07152017,HOUSTON,TX,77083,131420,ASSAULT-FAMILY MEMBER,MA,
M,B,07142017,07152017,HOUSTON,TX,77026,559924,MAN/DEL CS PG II 4-400 GRAMS,F1,
M,B,07142017,07152017,HOUSTON,TX,77090,570703,TRESPASS PROP/BLDG-NO FORB ENT,MB,
M,W,07142017,07152017,HOUSTON,TX,77041,241111,UNAUTH USE OF VEHICLE,FS,
M,W,07142017,07152017,HOUSTON,TX,77041,520303,FELON POSS WPN,F3,
M,W,07142017,07152017,HOUSTON,TX,77041,559905,POSS CS PG 1  1 - 4 GRAMS,F3,
F,B,07142017,07152017,HOUSTON,TX,77028,559904,POSS CS PG 1 <1G,FS,
F,B,07142017,07152017,HOUSTON,TX,77028,130119,AGG ASSAULT W/DEADLY WEAPON,F2,DADJ
F,W,07152017,07152017,PASADENA,TX,77506,239101,THEFT <$100 W/PREV CONVICTION,MB,DISP
F,W,07152017,07152017,PASADENA,TX,77506,540097,FAILURE MAINTAIN FINANCIAL RES,MC,COMM
M,W,07142017,07152017,DEER PARK,TX,77536,540401,DRIVING WHILE INTOXICATED,MA,
M,W,07142017,07152017,CYPRESS,TX,77429,570703,TRESPASS PROP/BLDG-NO FORB ENT,MB,
M,W,07152017,07152017,CYPRESS,TX,77429,570703,TRESPASS PROP/BLDG-NO FORB ENT,MB,
M,B,07142017,07152017,HOUSTON,TX,77070,356208,POSS MARIJUANA,F,
M,W,07142017,07152017,HOUSTON,TX,77067,139909,ASSLT FAM/HOUSEHOLD MEM W/PREV,F3,
M,W,07142017,07152017,HOUSTON,TX,77067,820112,NO DRIVER'S LICENSE,MC,COMM
M,W,07142017,07152017,HOUSTON,TX,77067,820104,SPEEDING,MC,COMM
F,W,07142017,07152017,FULSHEAR,TX,77441,230089,FRAUD/DESTR - PRICE TAG,MA,
M,W,07152017,07152017,HOUSTON,TX,77079,559918,MAN/DEL CS PG I 1-4 GRAMS,F2,DADJ
F,W,07142017,07152017,ROSENBURG,TX,77441,230152,"THEFT <$2,500 2/MORE PREV CONV",FS,
M,B,07142017,07152017,BRAZORIA,TX,77422,131414,ASSAULT-BOD INJ-FAMILY MEMBER,F3,
M,B,07142017,07152017,BRAZORIA,TX,77422,131316,ASSAULT-ELDERLY/DISABLED-THREA,MA,
F,W,07142017,07152017,HARRIS CO,TX,77065,531114,DEADLY CONDUCT,MA,
M,B,07132017,07152017,HOUSTON,TX,,210097,TERRORISTIC THREAT,MB,
M,W,07152017,07152017,HOUSTON,TX,,909701,OUT OF STATE - FUGITIVE,M,
M,W,07152017,07152017,HOUSTON,TX,,489902,FAIL TO ID TO P.O. FALSE INF,MB,
