SEX,RACE,ARREST DATE,BOOKING DATE,ADDRESS CITY,ADDRESS STATE,ADDRESS ZIP,CHARGE CODE,CHARGE WORDING,CHARGE LEVEL,DISPOSITION
M,W,12282017,12292017,SPRING,TX,77389,559904,POSS CS PG 1 <1G,FS,
M,W,12282017,12292017,SPRING,TX,77389,559905,POSS CS PG 1  1 - 4 GRAMS,F3,
M,B,12282017,12292017,HOUSTON,TX,77022,359921,POSS W/INT MAN/DEL CS PG1 1<1,FS,
M,B,12282017,12292017,HOUSTON,TX,77063,230152,"THEFT <$2,500 2/MORE PREV CONV",FS,
F,B,12282017,12292017,HOUSTON,TX,77521,489905,TAMPER W/WITNESS/OFFER TO A WI,F3,DADJ
F,B,12292017,12292017,HOUSTON,TX,77045,131420,ASSAULT-FAMILY MEMBER,MA,
M,W,12282017,12292017,HOUSTON,TX,,559904,POSS CS PG 1 <1G,FS,
M,W,12282017,12292017,HOUSTON,TX,,570703,TRESPASS PROP/BLDG-NO FORB ENT,MB,
F,B,12282017,12292017,HOUSTON,TX,,570703,TRESPASS PROP/BLDG-NO FORB ENT,MB,
M,B,12282017,12292017,HOUSTON,TX,77093,570703,TRESPASS PROP/BLDG-NO FORB ENT,MB,
F,B,11282017,12292017,BATON ROUG,LA,70808,530940,HARASSMENT - VERBAL,MB,
M,W,12282017,12292017,GROVES,TX,,360501,INDECENT EXPOSURE,MB,
M,W,12282017,12292017,HOUSTON,TX,77036,260600,DEBIT CARD ABUSE - GENERAL,F3,
M,B,12282017,12292017,HOUSTON,TX,77033,549935,DRIVING WHILE LIC SUSPENDED -,MB,
M,B,12282017,12292017,HOUSTON,TX,77055,570703,TRESPASS PROP/BLDG-NO FORB ENT,MB,
F,W,12282017,12292017,SPRING,TX,77388,239100,THEFT >=$100<$750,MB,
M,W,12282017,12292017,HOUSTON,TX,77070,290152,"CRIMINAL MISCHIEF >=$2,500<30K",FS,
M,W,12282017,12292017,HOUSTON,TX,77039,559911,POSS CS PG 3 <28 GRAMS,MA,
M,W,12282017,12292017,HOUSTON,TX,77039,520327,CARRYING HANDGUN IN MOTOR VEHI,MA,
M,W,12282017,12292017,HOUSTON,TX,77039,241111,UNAUTH USE OF VEHICLE,FS,
F,W,12282017,12292017,HOUSTON,TX,77084,239100,THEFT >=$100<$750,MB,
F,W,12282017,12292017,HOUSTON,TX,77084,239100,THEFT >=$100<$750,MB,
F,W,12282017,12292017,HOU,TX,77038,230152,"THEFT <$2,500 2/MORE PREV CONV",FS,
M,B,12292017,12292017,CHANNELVIE,TX,77530,369906,SEX OFFENDER DUTY TO REGISTER,FS,
M,B,12282017,12292017,HOUSTON,TX,77083,820171,FAILURE TO CONTROL SPEED,MC,COMM
M,B,12282017,12292017,HOUSTON,TX,77083,821412,DRIVING WHILE LICENSE INVALID,MC,COMM
M,B,12282017,12292017,HOUSTON,TX,77083,540097,FAILURE MAINTAIN FINANCIAL RES,MC,COMM
M,B,12282017,12292017,HOUSTON,TX,77083,820497,FAIL STOP DESIG POINT/STOP SIG,MC,COMM
M,B,12282017,12292017,HOUSTON,TX,77083,821412,DRIVING WHILE LICENSE INVALID,MC,COMM
M,B,12282017,12292017,HOUSTON,TX,77083,540097,FAILURE MAINTAIN FINANCIAL RES,MC,COMM
M,B,12282017,12292017,HOUSTON,TX,77099,559904,POSS CS PG 1 <1G,FS,
M,B,12252017,12292017,HOUSTON,TX,,489902,FAIL TO ID TO P.O. FALSE INF,MB,
M,B,12292017,12292017,HOUSTON,TX,77099,540097,FAILURE MAINTAIN FINANCIAL RES,MC,COMM
M,B,12292017,12292017,HOUSTON,TX,77099,821412,DRIVING WHILE LICENSE INVALID,MC,COMM
M,B,12292017,12292017,HOUSTON,TX,77099,820289,FAILURE OR REFUSAL TO PAY TOLL,MC,COMM
M,B,12292017,12292017,HOUSTON,TX,77099,820935,OPR_MOTOR VEH ON TOLL RD WHEN,MC,COMM
M,B,12292017,12292017,HOUSTON,TX,77099,820112,NO DRIVER'S LICENSE,MC,COMM
M,B,12292017,12292017,HOUSTON,TX,77099,820116,DEFECTIVE HEAD LIGHTS,MC,COMM
M,W,12282017,12292017,KATY,TX,77493,559904,POSS CS PG 1 <1G,FS,
M,W,12282017,12292017,HOUSTON,TX,77039,559905,POSS CS PG 1  1 - 4 GRAMS,F3,
M,W,12282017,12292017,KATY,TX,77449,130119,AGG ASSAULT W/DEADLY WEAPON,F2,
M,B,12282017,12292017,HOUSTON,TX,77036,356226,POSS MARIJUANA UNDER 2 OZ (HSC,MB,
M,W,12282017,12292017,BEEVILLE,TX,78102,230152,"THEFT <$2,500 2/MORE PREV CONV",FS,
M,B,12282017,12292017,HOUSTON,TX,77014,241111,UNAUTH USE OF VEHICLE,FS,
M,W,12282017,12292017,HOUSTON,TX,77083,241111,UNAUTH USE OF VEHICLE,FS,
