SEX,RACE,ARREST DATE,BOOKING DATE,ADDRESS CITY,ADDRESS STATE,ADDRESS ZIP,CHARGE CODE,CHARGE WORDING,CHARGE LEVEL,DISPOSITION
F,B,08072017,08082017,HOUSTON,TX,77028,549907,DRV W/LIC INV W/PR CN/SUS/W/O,MB,
F,B,08072017,08082017,HOUSTON,TX,77028,540097,FAILURE MAINTAIN FINANCIAL RES,MC,COMM
F,B,08072017,08082017,HOUSTON,TX,77028,820104,SPEEDING,MC,COMM
M,W,08072017,08082017,HOUSTON,TX,,559908,POSS CS PG 2 <1GRAM,FS,
M,W,08072017,08082017,HOUSTON,TX,,559945,POSS CS PG 1 <1G,F3,
M,B,08072017,08082017,HOUSTON,TX,77042,290151,"CRIMINAL MISCHIEF >=$750<$2,50",MA,DADJ
M,U,08072017,08082017,MAGNOLIA,TX,77355,480126,EVAD ARREST/DETENTION W/PREV C,FS,
M,U,08072017,08082017,MAGNOLIA,TX,77355,239937,THFT MATERIAL ALUM/BRNZ/COPPR/,FS,
F,B,08072017,08082017,HOUSTON,TX,77038,570703,TRESPASS PROP/BLDG-NO FORB ENT,MB,
M,W,08072017,08082017,HOUSTON,TX,77029,131420,ASSAULT-FAMILY MEMBER,MA,
M,W,08072017,08082017,HOUSTON,TX,77065,559905,POSS CS PG 1  1 - 4 GRAMS,F3,
M,W,08072017,08082017,HOUSTON,TX,77447,239100,THEFT >=$100<$750,MB,
M,W,08072017,08082017,HOUSTON,TX,77084,820104,SPEEDING,MC,DISP
M,W,08072017,08082017,HOUSTON,TX,,360501,INDECENT EXPOSURE,MB,
F,B,08082017,08082017,HUMBLE,TX,77346,239101,THEFT <$100 W/PREV CONVICTION,MB,
M,W,08072017,08082017,HOUSTON,TX,77058,250112,FORGERY GOVT FINANCIAL INST,F3,
M,W,08072017,08082017,HOUSTON,TX,77015,559904,POSS CS PG 1 <1G,FS,
M,B,08082017,08082017,HOUSTON,TX,77054,239937,THFT MATERIAL ALUM/BRNZ/COPPR/,FS,
M,B,08072017,08082017,HOUSTON,TX,77054,239937,THFT MATERIAL ALUM/BRNZ/COPPR/,FS,
M,B,08072017,08082017,BAYTOWN,TX,77521,239937,THFT MATERIAL ALUM/BRNZ/COPPR/,FS,
M,B,08082017,08082017,COLLEGE ST,TX,77840,500201,BAIL JUMP-FAIL TO APPEAR,MA,
M,B,08072017,08082017,COLLEGE ST,TX,77840,549907,DRV W/LIC INV W/PR CN/SUS/W/O,MB,
