SEX,RACE,ARREST DATE,BOOKING DATE,ADDRESS CITY,ADDRESS STATE,ADDRESS ZIP,CHARGE CODE,CHARGE WORDING,CHARGE LEVEL,DISPOSITION
F,W,11132017,11142017,CHANNELVIE,TX,77530,540471,DWI 1ST OFFENDER BAC>=0.15,MA,
F,W,11122017,11142017,HOUSTON,TX,77064,230152,"THEFT <$2,500 2/MORE PREV CONV",FS,
F,W,11132017,11142017,HOUSTON,TX,77020,570703,TRESPASS PROP/BLDG-NO FORB ENT,MB,
F,W,11132017,11142017,HOUSTON,TX,77003,540416,DRIVING WHILE INTOXICATED,MB,
M,B,11132017,11142017,HOUSTON,TX,77002,200101,ARSON,F2,
M,W,11132017,11142017,HARRIS CO,TX,77060,559911,POSS CS PG 3 <28 GRAMS,MA,
F,W,11132017,11142017,HOUSTON,TX,,400411,PROSTITUTION - NON PUBLIC OFFE,MB,
F,W,11132017,11142017,HOUSTON,TX,,380029,INTERFERE DUTIES PUB SERVANT,MB,
F,W,11132017,11142017,HOUSTON,TX,,489901,FAIL TO ID TO P.O. FALSE INF/F,MA,
F,W,11132017,11142017,HOUSTON,TX,77539,480127,EVADING ARREST/DETENTION W/VEH,F3,DADJ
M,B,11132017,11142017,HOUSTON,TX,77051,570703,TRESPASS PROP/BLDG-NO FORB ENT,MB,
M,B,11142017,11142017,HOUSTON,TX,,131302,ASSAULT-BODILY INJURY,MA,
M,B,11122017,11142017,HOUSTON,TX,,130119,AGG ASSAULT W/DEADLY WEAPON,F2,
M,B,11132017,11142017,HOUSTON,TX,77000,230206,THEFT,MA,
M,W,11142017,11142017,HOUSTON,TX,77021,540472,DWI 2ND OFFENDER BAC>=0.15,MA,
M,W,11142017,11142017,HOUSTON,TX,77021,559904,POSS CS PG 1 <1G,FS,
M,W,11132017,11142017,HOUSTON,TX,,130119,AGG ASSAULT W/DEADLY WEAPON,F2,
M,W,11132017,11142017,KATY,TX,77449,241111,UNAUTH USE OF VEHICLE,FS,
M,W,11132017,11142017,KATY,TX,77449,241111,UNAUTH USE OF VEHICLE,FS,
M,W,11132017,11142017,ALVIN,TX,77511,131311,ASSAULT,MC,
M,W,11132017,11142017,ALVIN,TX,77511,290108,CRIM MISCH,MA,
M,W,11132017,11142017,ALVIN,TX,77511,290156,CRIM MISCH >=100 <$750,MB,
M,W,11132017,11142017,ALVIN,TX,77511,821412,DRIVING WHILE LICENSE INVALID,MC,COMM
M,W,11142017,11142017,HOUSTON,TX,,131408,ASLT FAM/HOUSE MEM IMPED BRTH/,F3,
M,W,11132017,11142017,HOUSTON,TX,,131406,CONTINUOUS VIOL AGAINST THE FA,F3,
M,B,11132017,11142017,HOUSTON,TX,77057,549907,DRV W/LIC INV W/PR CN/SUS/W/O,MB,
M,B,11132017,11142017,HOUSTON,TX,77057,821412,DRIVING WHILE LICENSE INVALID,MC,COMM
M,B,11132017,11142017,HOUSTON,TX,77057,820108,EXPIRED REGISTRATION,MC,COMM
M,W,11132017,11142017,TOMBALL,TX,77375,540416,DRIVING WHILE INTOXICATED,MB,
M,B,11132017,11142017,HOUSTON,TX,77077,131408,ASLT FAM/HOUSE MEM IMPED BRTH/,F3,
M,W,11132017,11142017,HOUSTON,TX,77020,559904,POSS CS PG 1 <1G,FS,
M,W,11132017,11142017,HOUSTON,TX,77020,131420,ASSAULT-FAMILY MEMBER,MA,
M,B,11132017,11142017,HOUSTON,TX,,131408,ASLT FAM/HOUSE MEM IMPED BRTH/,F3,
M,B,11142017,11142017,HOUSTON,TX,,820164,SPEEDING IN A SCHOOL ZONE,MC,DERR
M,B,11142017,11142017,HOUSTON,TX,,540097,FAILURE MAINTAIN FINANCIAL RES,MC,DERR
M,B,11142017,11142017,HOUSTON,TX,,820828,EXPIRED INSPECTION CERTIFICATE,MC,DERR
M,B,11142017,11142017,HOUSTON,TX,,820746,VIOLATE PROMISE TO APPEAR,MC,DERR
M,W,11132017,11142017,HOUSTON,TX,77016,540408,DWI THIRD,F3,
M,B,11142017,11142017,KATY,TX,77449,480101,EVADING ARREST/DETENTION,MA,
M,B,11132017,11142017,KATY,TX,77449,559908,POSS CS PG 2 <1GRAM,FS,DADJ
M,W,11132017,11142017,HOUSTON,TX,,120501,ROBBERY-BODILY INJURY,F2,
F,A,11122017,11142017,HOUSTON,TX,77038,559908,POSS CS PG 2 <1GRAM,FS,
M,W,11132017,11142017,CROSBY,TX,77532,290156,CRIM MISCH >=100 <$750,MB,
M,W,11132017,11142017,SPRING,TX,77373,520303,FELON POSS WPN,F3,
F,B,11132017,11142017,HOUSTON,TX,77099,549907,DRV W/LIC INV W/PR CN/SUS/W/O,MB,
