SEX,RACE,ARREST DATE,BOOKING DATE,ADDRESS CITY,ADDRESS STATE,ADDRESS ZIP,CHARGE CODE,CHARGE WORDING,CHARGE LEVEL,DISPOSITION
M,B,11302017,12012017,HOUSTON,TX,77018,570703,TRESPASS PROP/BLDG-NO FORB ENT,MB,
M,W,11302017,12012017,HOUSTON,TX,77055,120404,AGG ROBBERY-DEADLY WPN,F1,
M,W,11302017,12012017,HUMBLE,TX,77033,820772,FAILURE TO APPEAR,MC,COMM
M,W,11302017,12012017,HUMBLE,TX,77033,820112,NO DRIVER'S LICENSE,MC,COMM
M,B,11302017,12012017,HOUSTON,TX,77060,570703,TRESPASS PROP/BLDG-NO FORB ENT,MB,
M,W,11302017,12012017,BAYTOWN,TX,77521,820746,VIOLATE PROMISE TO APPEAR,MC,COMM
M,W,11302017,12012017,BAYTOWN,TX,77521,820104,SPEEDING,MC,COMM
M,W,11302017,12012017,BAYTOWN,TX,77521,820419,UNSEC CHILD UND 8/LESS THAN 4F,MC,COMM
M,W,11302017,12012017,BAYTOWN,TX,77521,820817,DRIVING ON SHOULDER,MC,COMM
M,W,11302017,12012017,BAYTOWN,TX,77521,821412,DRIVING WHILE LICENSE INVALID,MC,COMM
M,W,11302017,12012017,BAYTOWN,TX,77521,821412,DRIVING WHILE LICENSE INVALID,MC,COMM
F,W,11292017,12012017,EL LAGO,TX,77586,559948,POSS W/INT DEL/MAN/DEL PG1 >=4,F1,
M,B,11302017,12012017,HOUSTON,TX,77015,420003,PUBLIC INTOXICATION,MC,COMM
M,W,11302017,12012017,HOUSTON,TX,,540416,DRIVING WHILE INTOXICATED,MB,
M,W,11302017,12012017,HOUSTON,TX,77087,820746,VIOLATE PROMISE TO APPEAR,MC,COMM
M,W,11302017,12012017,HOUSTON,TX,77087,820746,VIOLATE PROMISE TO APPEAR,MC,COMM
M,W,11302017,12012017,HOUSTON,TX,77087,820828,EXPIRED INSPECTION CERTIFICATE,MC,COMM
M,W,11302017,12012017,HOUSTON,TX,77087,540097,FAILURE MAINTAIN FINANCIAL RES,MC,COMM
M,W,11302017,12012017,HOUSTON,TX,77087,820746,VIOLATE PROMISE TO APPEAR,MC,COMM
M,W,11302017,12012017,HOUSTON,TX,77087,820104,SPEEDING,MC,COMM
M,B,11302017,12012017,PASADENA,TX,77506,220205,BURGLARY OF HABITATION,F2,
M,W,11302017,12012017,HOUSTON,TX,77093,120404,AGG ROBBERY-DEADLY WPN,F1,
M,B,11302017,12012017,SPRING,TX,77379,220074,BURGLARY OF VEHICLE,MA,
F,W,11302017,12012017,HOUSTON,TX,,359921,POSS W/INT MAN/DEL CS PG1 1<1,FS,
M,B,11202017,12012017,HOUSTON,TX,77067,909901,MOTION TO REVOKE PAROLE,F,
M,B,11292017,12012017,HOUSTON,TX,77048,210130,ENGAGING IN ORG CRIM ACTIVITY,F2,
F,B,11302017,12012017,HOUSTON,TX,77033,290156,CRIM MISCH >=100 <$750,MB,
F,B,11302017,12012017,HOUSTON,TX,77033,220205,BURGLARY OF HABITATION,F2,
M,W,11292017,12012017,HOUSTON,TX,77067,131420,ASSAULT-FAMILY MEMBER,MA,
M,B,11292017,12012017,HOUSTON,TX,77083,110933,AGG SEX ASSAULT,F1,
M,B,11292017,12012017,HOUSTON,TX,77083,589914,TRAFFICKING OF CHILD PROHIB CO,F1,
M,B,11292017,12012017,HOUSTON,TX,77083,400408,COMPELLING PROSTITUTION < 18 Y,F1,
M,B,11292017,12012017,HOUSTON,TX,77048,210130,ENGAGING IN ORG CRIM ACTIVITY,F2,
M,W,11292017,12012017,HOUSTON,TX,77082,559905,POSS CS PG 1  1 - 4 GRAMS,F3,DADJ
M,B,11292017,12012017,PORT ARTHU,TX,77640,131420,ASSAULT-FAMILY MEMBER,MA,
M,B,11292017,12012017,HOUSTON,TX,77084,210130,ENGAGING IN ORG CRIM ACTIVITY,F2,
M,B,11302017,12012017,HOUSTON,TX,77095,820170,FAILURE TO DRIVE IN SINGLE MAR,MC,COMM
M,B,11302017,12012017,HOUSTON,TX,77095,820112,NO DRIVER'S LICENSE,MC,COMM
M,B,11302017,12012017,HOUSTON,TX,77095,820515,FAIL YLD ROW DRIVE/ALLEY/BLDG,MC,COMM
M,B,11292017,12012017,HOUSTON,TX,77004,230166,"THEFT >=2,500 <30,000",FS,
F,W,12012017,12012017,HOUSTON,TX,77070,131302,ASSAULT-BODILY INJURY,MA,
F,W,11302017,12012017,PASADENA,TX,77502,131302,ASSAULT-BODILY INJURY,MA,
F,W,12012017,12012017,PASADENA,TX,77502,570703,TRESPASS PROP/BLDG-NO FORB ENT,MB,
F,B,11302017,12012017,HOUSTON,TX,77077,909801,BENCH WARRANT,F,
F,B,11302017,12012017,HOUSTON,TX,,570703,TRESPASS PROP/BLDG-NO FORB ENT,MB,
M,W,11302017,12012017,PASADENA,TX,77503,110090,SEX ASSLT CHILD 14-17,F2,
