SEX,RACE,ARREST DATE,BOOKING DATE,ADDRESS CITY,ADDRESS STATE,ADDRESS ZIP,CHARGE CODE,CHARGE WORDING,CHARGE LEVEL,DISPOSITION
M,W,02172017,02182017,HOUSTON,TX,77032,549907,DRV W/LIC INV W/PR CN/SUS/W/O,MB,
M,W,02172017,02182017,SPRING,TX,77388,269955,DISPLAY FICTITIOUS LICENSE PLA,MB,
M,W,02172017,02182017,SPRING,TX,77388,820112,NO DRIVER'S LICENSE,MC,COMM
M,W,02172017,02182017,SPRING,TX,77388,540097,FAILURE MAINTAIN FINANCIAL RES,MC,COMM
M,W,02172017,02182017,SPRING,TX,77388,820697,RAN RED LIGHT,MC,COMM
F,W,02172017,02182017,SPRING,TX,77373,239100,THEFT >=$100<$750,MB,
M,W,02172017,02182017,HOUSTON,TX,77084,820112,NO DRIVER'S LICENSE,MC,TEMP
M,W,02172017,02182017,HOUSTON,TX,77084,820282,DISREGARD POLICE OFFICER,MC,TEMP
M,W,02172017,02182017,HOUSTON,TX,77084,220205,BURGLARY OF HABITATION,F2,
M,W,02172017,02182017,HOUSTON,TX,77084,290151,"CRIMINAL MISCHIEF >=$750<$2,50",MA,
M,W,02172017,02182017,HOUSTON,TX,77084,570716,CRIM TRES HAB/SHLTR/SUPRFUND/I,MA,
M,W,02172017,02182017,HOUSTON,TX,77084,539901,INTERFERENCE W/EMERGENCY TELEP,MA,
M,W,02172017,02182017,HOUSTON,TX,77084,290156,CRIM MISCH >=100 <$750,MB,
M,W,02172017,02182017,HOUSTON,TX,77084,820112,NO DRIVER'S LICENSE,MC,TEMP
M,W,02172017,02182017,HOUSTON,TX,77084,540097,FAILURE MAINTAIN FINANCIAL RES,MC,TEMP
M,W,02172017,02182017,HOUSTON,TX,77084,820112,NO DRIVER'S LICENSE,MC,TEMP
M,W,02172017,02182017,HOUSTON,TX,77084,820289,FAILURE OR REFUSAL TO PAY TOLL,MC,TEMP
M,W,02172017,02182017,HOUSTON,TX,77084,820112,NO DRIVER'S LICENSE,MC,TEMP
M,W,02172017,02182017,HOUSTON,TX,77084,820112,NO DRIVER'S LICENSE,MC,TEMP
M,W,02172017,02182017,HOUSTON,TX,77084,820104,SPEEDING,MC,TEMP
F,B,02172017,02182017,HOUSTON,TX,77090,320258,ABAN/ENDANG CHILD W/INT TO RET,FS,
F,B,02172017,02182017,HOUSTON,TX,77090,820497,FAIL STOP DESIG POINT/STOP SIG,MC,COMM
F,B,02172017,02182017,HOUSTON,TX,77090,820112,NO DRIVER'S LICENSE,MC,COMM
M,B,02172017,02182017,SPRING,TX,77373,559904,POSS CS PG 1 <1G,FS,
M,W,02182017,02182017,HOUSTON,TX,77035,131420,ASSAULT-FAMILY MEMBER,MA,
M,W,02172017,02182017,BAYTOWN,TX,77521,239981,THEFT BY CHECK $50.00 - $500.0,MB,
M,B,02172017,02182017,HOUSTON,TX,77004,909901,MOTION TO REVOKE PAROLE,F,
M,W,02172017,02182017,HOUSTON,TX,77092,139909,ASSLT FAM/HOUSEHOLD MEM W/PREV,F3,
M,W,02182017,02182017,HOUSTON,TX,77061,131420,ASSAULT-FAMILY MEMBER,MA,
M,B,02172017,02182017,HOUSTON,TX,77088,131420,ASSAULT-FAMILY MEMBER,MA,
M,B,02172017,02182017,HOUSTON,TX,77088,356226,POSS MARIJUANA UNDER 2 OZ (HSC,MB,
M,W,02172017,02182017,HOUSTON,TX,77021,480127,EVADING ARREST/DETENTION W/VEH,F3,
M,B,02172017,02182017,HOUSTON,TX,,909901,MOTION TO REVOKE PAROLE,F,
M,W,02172017,02182017,HOUSTON,TX,77066,480101,EVADING ARREST/DETENTION,MA,
F,B,02172017,02182017,HOUSTON,TX,77091,420003,PUBLIC INTOXICATION,MC,COMM
M,B,02172017,02182017,HOUSTON,TX,77026,139909,ASSLT FAM/HOUSEHOLD MEM W/PREV,F3,
M,B,02172017,02182017,HOUSTON,TX,77033,241111,UNAUTH USE OF VEHICLE,FS,
M,B,02172017,02182017,HOUSTON,TX,,909901,MOTION TO REVOKE PAROLE,F,
M,W,02182017,02182017,HARRIS CO,TX,77093,540112,FSGI ACC ATTEND DAMAGE VEH>=$2,MB,
M,W,02162017,02182017,PASADENA,TX,77506,909901,MOTION TO REVOKE PAROLE,F,
M,W,02162017,02182017,PASADENA,TX,77506,559905,POSS CS PG 1  1 - 4 GRAMS,F3,
M,W,02172017,02182017,HOUSOTN,TX,,820308,SOLICIT EMPL/BUS FM OCCU/VEH,MC,COMM
M,B,02172017,02182017,HOUSTON,TX,77076,559904,POSS CS PG 1 <1G,FS,
M,B,02172017,02182017,HOUSTON,TX,77076,230166,"THEFT >=2,500 <30,000",FS,
M,W,02172017,02182017,HOUSTON,TX,,559904,POSS CS PG 1 <1G,FS,
M,B,02172017,02182017,HOUSTON,TX,77396,540416,DRIVING WHILE INTOXICATED,MB,
M,B,02172017,02182017,HOUSTON,TX,,230152,"THEFT <$2,500 2/MORE PREV CONV",FS,
M,B,02172017,02182017,BAYTOWN,TX,77521,419920,PUBLIC INTOX W/3 PRIOR CONVICT,MB,
M,W,02172017,02182017,HARRIS CO,TX,77044,110550,INDECENCY CHILD-TG,F2,
M,W,02172017,02182017,HARRIS CO,TX,77044,480127,EVADING ARREST/DETENTION W/VEH,F3,
M,W,02172017,02182017,HOUSTON,TX,77037,269955,DISPLAY FICTITIOUS LICENSE PLA,MB,
M,B,02172017,02182017,HOUSTON,TX,77004,131420,ASSAULT-FAMILY MEMBER,MA,
M,U,02162017,02182017,BAYTOWN,TX,77521,130119,AGG ASSAULT W/DEADLY WEAPON,F2,
M,B,02172017,02182017,DAYTON,TX,,909901,MOTION TO REVOKE PAROLE,F,
M,W,02172017,02182017,HOUSTON,TX,77064,820289,FAILURE OR REFUSAL TO PAY TOLL,MC,COMM
M,W,02172017,02182017,HOUSTON,TX,77069,131420,ASSAULT-FAMILY MEMBER,MA,
M,W,02172017,02182017,HOUSTON,TX,77069,820379,UNREGISTERED TRAILER,M,COMM
