SEX,RACE,ARREST DATE,BOOKING DATE,ADDRESS CITY,ADDRESS STATE,ADDRESS ZIP,CHARGE CODE,CHARGE WORDING,CHARGE LEVEL,DISPOSITION
F,W,01312018,02012018,SPRING,TX,77373,239100,THEFT >=$100<$750,MB,
M,W,01312018,02012018,SOUTH HOUS,TX,77587,549907,DRV W/LIC INV W/PR CN/SUS/W/O,MB,
F,W,02012018,02012018,SPRING,TX,77373,230166,"THEFT >=2,500 <30,000",FS,
F,W,01212018,02012018,SPRING,TX,77373,559906,POSS CS PG 1 4G - 200G,F2,
M,B,01312018,02012018,TOMBALL,TX,77375,250112,FORGERY GOVT FINANCIAL INST,F3,
M,W,01312018,02012018,HOUSTON,TX,77044,400416,PROSTITUTION NONPUBLIC PAY FEE,MB,
M,W,01312018,02012018,HARDIN,TX,77561,400416,PROSTITUTION NONPUBLIC PAY FEE,MB,
M,B,01312018,02012018,PASADENA,TX,,400416,PROSTITUTION NONPUBLIC PAY FEE,MB,
M,W,01312018,02012018,HOUSTON,TX,77060,520515,POSS OF PROHIBITED WEAPON,MA,
F,B,01312018,02012018,HOUSTON,TX,77066,220205,BURGLARY OF HABITATION,F2,
F,W,02012018,02012018,HOUSTON,TX,77090,230166,"THEFT >=2,500 <30,000",FS,
F,W,01312018,02012018,HOUSTON,TX,77090,559906,POSS CS PG 1 4G - 200G,F2,
F,B,01312018,02012018,HOUSTON,TX,77073,400411,PROSTITUTION - NON PUBLIC OFFE,MB,
M,B,01312018,02012018,BAYTOWN,TX,77520,489901,FAIL TO ID TO P.O. FALSE INF/F,MA,
M,W,01302018,02012018,BAYTOWN,TX,77502,570703,TRESPASS PROP/BLDG-NO FORB ENT,MB,
M,B,01302018,02012018,HOUSTON,TX,77088,559904,POSS CS PG 1 <1G,FS,
M,B,01312018,02012018,HOUSTON,TX,77073,570703,TRESPASS PROP/BLDG-NO FORB ENT,MB,
M,W,01302018,02012018,HOUSTON,TX,77009,559917,MAN/DEL CS PG I <1GRAM,FS,
M,W,01302018,02012018,HOUSTON,TX,77016,559921,POSS W/INT MAN/DEL CS PG1 >= 4,F1,
M,W,01312018,02012018,HOUSTON,TX,77067,210097,TERRORISTIC THREAT,MB,DADJ
M,W,01302018,02012018,HOUSTON,TX,,559921,POSS W/INT MAN/DEL CS PG1 >= 4,F1,
M,W,01312018,02012018,SEABROOK,TX,77586,130119,AGG ASSAULT W/DEADLY WEAPON,F2,
F,B,01312018,02012018,HOUSTON,TX,,570703,TRESPASS PROP/BLDG-NO FORB ENT,MB,
M,B,01312018,02012018,HOUSTON,TX,77060,559911,POSS CS PG 3 <28 GRAMS,MA,
M,W,01312018,02012018,KATY,TX,77449,520312,CARRY PROH WPN PROHBITED PLACE,F3,
M,W,01312018,02012018,HOUSTON,TX,,400416,PROSTITUTION NONPUBLIC PAY FEE,MB,
