SEX,RACE,ARREST DATE,BOOKING DATE,ADDRESS CITY,ADDRESS STATE,ADDRESS ZIP,CHARGE CODE,CHARGE WORDING,CHARGE LEVEL,DISPOSITION
F,W,02152018,02162018,WEBSTER,TX,77598,241111,UNAUTH USE OF VEHICLE,FS,
M,B,02162018,02162018,HOUSTON,TX,77042,356208,POSS MARIJUANA,F,
M,B,02162018,02162018,HOUSTON,TX,77042,350020,DELIVER CONT SUBST,MB,
M,B,02142018,02162018,HOUSTON,TX,77042,570703,TRESPASS PROP/BLDG-NO FORB ENT,MB,
F,W,02152018,02162018,HOUSTON,TX,77087,220097,BURG BLDG,F2,
F,B,02152018,02162018,HOUSTON,TX,,131314,INTOXICATED ASSLT W/VEH SBI,F3,PROB
F,B,02162018,02162018,HOUSTON,TX,,131314,INTOXICATED ASSLT W/VEH SBI,F3,PROB
F,W,02152018,02162018,PASANDEA,TX,,220205,BURGLARY OF HABITATION,F2,
F,U,02162018,02162018,HOUSTON,TX,77076,821412,DRIVING WHILE LICENSE INVALID,MC,COMM
F,U,02152018,02162018,HOUSTON,TX,77076,820116,DEFECTIVE HEAD LIGHTS,MC,COMM
F,U,02152018,02162018,HOUSTON,TX,77076,821412,DRIVING WHILE LICENSE INVALID,MC,COMM
F,U,02152018,02162018,HOUSTON,TX,77076,820108,EXPIRED REGISTRATION,MC,COMM
F,U,02152018,02162018,HOUSTON,TX,77076,820112,NO DRIVER'S LICENSE,MC,COMM
F,U,02152018,02162018,HOUSTON,TX,77076,820133,NO STOP LIGHTS,MC,COMM
M,B,02152018,02162018,HOUSTON,TX,77073,520327,CARRYING HANDGUN IN MOTOR VEHI,MA,
M,B,02152018,02162018,HOUSTON,TX,77073,540097,FAILURE MAINTAIN FINANCIAL RES,MC,COMM
M,W,02152018,02162018,HOUSTON,TX,77022,239100,THEFT >=$100<$750,MB,
M,W,02152018,02162018,HUNTSVILLE,TX,77340,239100,THEFT >=$100<$750,MB,
M,W,02152018,02162018,HUNTSVILLE,TX,77340,540097,FAILURE MAINTAIN FINANCIAL RES,MC,COMM
M,B,02152018,02162018,HOUSTON,TX,77038,230153,"THEFT >=$30,000 <$150,000",F3,
M,B,02152018,02162018,HOUSTON,TX,77090,820821,PASSED WHEN UNSAFE,MC,COMM
M,B,02152018,02162018,HOUSTON,TX,77090,820112,NO DRIVER'S LICENSE,MC,COMM
M,B,02152018,02162018,HOUSTON,TX,77090,530037,FALSE REPORT TO POLICE OFFICER,MB,
M,W,02152018,02162018,SPRING,TX,77388,909901,MOTION TO REVOKE PAROLE,F,
M,W,02152018,02162018,,,,239980,THEFT BY CHECK $20.00 - $500.0,MB,
M,W,02162018,02162018,KATY,TX,77449,909901,MOTION TO REVOKE PAROLE,F,
M,W,02152018,02162018,KATY,TX,77449,131302,ASSAULT-BODILY INJURY,MA,
M,B,02152018,02162018,HOUSTON,TX,77081,570703,TRESPASS PROP/BLDG-NO FORB ENT,MB,
M,U,02152018,02162018,HOUSTON,TX,77036,480101,EVADING ARREST/DETENTION,MA,
M,U,02152018,02162018,HOUSTON,TX,77036,131420,ASSAULT-FAMILY MEMBER,MA,
M,W,02152018,02162018,HOUSTON,TX,77040,540416,DRIVING WHILE INTOXICATED,MB,
M,W,02152018,02162018,HOUSTON,TX,,131420,ASSAULT-FAMILY MEMBER,MA,
M,W,02152018,02162018,HOUSTON,TX,77084,559948,POSS W/INT DEL/MAN/DEL PG1 >=4,F1,
M,W,02152018,02162018,HOUSTON,TX,77002,570703,TRESPASS PROP/BLDG-NO FORB ENT,MB,
M,B,02152018,02162018,HOUSTON,TX,77099,540416,DRIVING WHILE INTOXICATED,MB,
M,W,02152018,02162018,HOUSTON,TX,77088,230166,"THEFT >=2,500 <30,000",FS,
M,B,02152018,02162018,HOUSTON,TX,,540407,DWI 2ND,MA,
M,W,02152018,02162018,HOUSTON,TX,77055,559908,POSS CS PG 2 <1GRAM,FS,
M,B,02152018,02162018,WASHINGTON,TX,77880,230166,"THEFT >=2,500 <30,000",FS,
M,B,02162018,02162018,MISSOURI C,TX,77459,820746,VIOLATE PROMISE TO APPEAR,MC,COMM
M,B,02162018,02162018,MISSOURI C,TX,77459,820620,NO SEAT BELT-PASSENGER,MC,COMM
M,B,02162018,02162018,BATON ROUG,LA,70807,290156,CRIM MISCH >=100 <$750,MB,
M,B,02162018,02162018,BATON ROUG,LA,70807,290156,CRIM MISCH >=100 <$750,MB,
M,W,02152018,02162018,HOUSTON,TX,77055,540200,FSRA ACC INVOLVING INJURY,F,
M,W,02152018,02162018,HOUSTON,TX,77066,356218,POSS MARIJ  4 OZ. - 5 LBS.,FS,
F,W,02152018,02162018,HOUSTON,TX,77042,400404,PROSTITUTION-2ND,MA,
F,B,02152018,02162018,HOUSTON,TX,77073,290152,"CRIMINAL MISCHIEF >=$2,500<30K",FS,
M,B,02152018,02162018,HOUSTON,TX,77063,230075,THEFT $1500-20K,FS,
M,W,02152018,02162018,ALVIN,TX,77511,230166,"THEFT >=2,500 <30,000",FS,
F,W,02162018,02162018,HOUSTON,TX,77063,820935,OPR_MOTOR VEH ON TOLL RD WHEN,MC,COMM
F,B,02152018,02162018,HOUSTON,TX,77016,909901,MOTION TO REVOKE PAROLE,F,
F,W,02152018,02162018,HOUSTON,TX,77015,320259,ENDANGERING A CHILD,FS,DADJ
F,W,02152018,02162018,HOUSTON,TX,77076,359100,POSS CS PG 1 <1G 12.44B,MA,DISP
M,W,02152018,02162018,HOUSTON,TX,77072,520319,ATT POSS FIREARM,FS,DISP
M,W,02152018,02162018,CONROE,TX,77306,540097,FAILURE MAINTAIN FINANCIAL RES,MC,COMM
M,W,02152018,02162018,CONROE,TX,77306,820104,SPEEDING,MC,COMM
M,B,02152018,02162018,HOUSTON,TX,77068,820638,OPER VEH W/O LIC PLATES/1 PLAT,MC,COMM
M,B,02152018,02162018,HOUSTON,TX,77068,820808,NO DRIVER LICENSE ON DEMAND,MC,COMM
M,B,02152018,02162018,HOUSTON,TX,77068,820122,EXPIRED DRIVERS LICENSE,MC,COMM
M,B,02152018,02162018,HOUSTON,TX,77068,820289,FAILURE OR REFUSAL TO PAY TOLL,MC,COMM
M,B,02152018,02162018,HOUSTON,TX,77068,540097,FAILURE MAINTAIN FINANCIAL RES,MC,COMM
M,B,02152018,02162018,HOUSTON,TX,77068,820108,EXPIRED REGISTRATION,MC,COMM
M,B,02152018,02162018,HOUSTON,TX,,820772,FAILURE TO APPEAR,MC,COMM
M,B,02152018,02162018,HOUSTON,TX,,540097,FAILURE MAINTAIN FINANCIAL RES,MC,COMM
M,B,02152018,02162018,HOUSTON,TX,,820108,EXPIRED REGISTRATION,MC,COMM
M,B,02152018,02162018,HOUSTON,TX,,820289,FAILURE OR REFUSAL TO PAY TOLL,MC,COMM
M,B,02152018,02162018,HOUSTON,TX,,540097,FAILURE MAINTAIN FINANCIAL RES,MC,COMM
M,B,02152018,02162018,HOUSTON,TX,,820516,FAIL YLD ROW TURNING ON RED,MC,COMM
M,B,02152018,02162018,HOUSTON,TX,,821008,DEFECTIVE SIDE MARKER LAMP-MCS,MC,COMM
M,B,02152018,02162018,HOUSTON,TX,77088,820171,FAILURE TO CONTROL SPEED,MC,COMM
M,B,02152018,02162018,HOUSTON,TX,77088,540097,FAILURE MAINTAIN FINANCIAL RES,MC,COMM
M,B,02152018,02162018,HOUSTON,TX,77088,820112,NO DRIVER'S LICENSE,MC,COMM
M,B,02152018,02162018,HOUSTON,TX,77088,821412,DRIVING WHILE LICENSE INVALID,MC,COMM
M,B,02152018,02162018,HOUSTON,TX,77088,540097,FAILURE MAINTAIN FINANCIAL RES,MC,COMM
M,B,02152018,02162018,HOUSTON,TX,77088,820828,EXPIRED INSPECTION CERTIFICATE,MC,COMM
M,W,02152018,02162018,HOUSTON,TX,77084,820104,SPEEDING,MC,COMM
M,W,02162018,02162018,EDMOND,OK,73013,559905,POSS CS PG 1  1 - 4 GRAMS,F3,
F,W,02152017,02162018,HOUSTON,TX,77084,230152,"THEFT <$2,500 2/MORE PREV CONV",FS,
F,W,02162018,02162018,HOUSTON,TX,77084,480101,EVADING ARREST/DETENTION,MA,
M,B,02152018,02162018,SOMERVILLE,TX,77833,230186,THEFT AGGREGATE =>2500<30K MUL,FS,
M,B,02152018,02162018,HOUSTON,TX,,559904,POSS CS PG 1 <1G,FS,
M,W,02152018,02162018,HOUSTON,TX,77084,380029,INTERFERE DUTIES PUB SERVANT,MB,
M,B,02152018,02162018,HOUSTON,TX,77084,356226,POSS MARIJUANA UNDER 2 OZ (HSC,MB,
M,W,02152018,02162018,RAYMONDVIL,TX,78580,356226,POSS MARIJUANA UNDER 2 OZ (HSC,MB,
M,B,02152018,02162018,HOUSTON,TX,77084,480105,RESIST ARR-SEARCH,MA,
M,B,02152018,02162018,KATY,TX,77449,356102,POSS MARIJUANA 2-4 0Z,MA,
M,B,02162018,02162018,KATY,TX,77449,239100,THEFT >=$100<$750,MB,
M,W,02152018,02162018,KOPPERL,TX,76652,570716,CRIM TRES HAB/SHLTR/SUPRFUND/I,MA,
