SEX,RACE,ARREST DATE,BOOKING DATE,ADDRESS CITY,ADDRESS STATE,ADDRESS ZIP,CHARGE CODE,CHARGE WORDING,CHARGE LEVEL,DISPOSITION
M,W,02242018,02262018,HOUSTON,TX,77015,239100,THEFT >=$100<$750,MB,
M,W,02242018,02262018,HOUSTON,TX,77015,820308,SOLICIT EMPL/BUS FM OCCU/VEH,MC,COMM
M,W,02242018,02262018,HOUSTON,TX,77015,239100,THEFT >=$100<$750,MB,
M,B,02242018,02262018,HOUSTON,TX,77036,131420,ASSAULT-FAMILY MEMBER,MA,
M,W,02242018,02262018,HOUSTON,TX,77586,909901,MOTION TO REVOKE PAROLE,F,
M,W,02242018,02262018,HOUSTON,TX,77586,239100,THEFT >=$100<$750,MB,
M,W,02242018,02262018,HOUSTON,TX,77055,239993,THEFT BY CHECK =>$100<$750,MB,
M,B,02242018,02262018,HARRIS CO,TX,77090,570703,TRESPASS PROP/BLDG-NO FORB ENT,MB,
M,B,02242018,02262018,HOUSTON,TX,77088,120403,AGG ROBBERY-S-B-I,F1,
M,W,02242018,02262018,EL PASO,TX,79907,540416,DRIVING WHILE INTOXICATED,MB,
M,B,02242018,02262018,BEAUMONT,TX,77071,570703,TRESPASS PROP/BLDG-NO FORB ENT,MB,
M,W,02252018,02262018,HOUSTON,TX,77066,239100,THEFT >=$100<$750,MB,
M,B,02242018,02262018,HOUSTON,TX,77003,549907,DRV W/LIC INV W/PR CN/SUS/W/O,MB,
M,U,02242018,02262018,HOUSTON,TX,77065,540097,FAILURE MAINTAIN FINANCIAL RES,MC,COMM
M,U,02242018,02262018,HOUSTON,TX,77065,820164,SPEEDING IN A SCHOOL ZONE,MC,COMM
M,U,02242018,02262018,HOUSTON,TX,77065,549907,DRV W/LIC INV W/PR CN/SUS/W/O,MB,
,,02242018,02262018,HOUSTON,TX,77096,239981,THEFT BY CHECK $50.00 - $500.0,MB,
M,B,02252018,02262018,HOUSTON,TX,77078,820772,FAILURE TO APPEAR,MC,COMM
M,B,02252018,02262018,HOUSTON,TX,77078,540097,FAILURE MAINTAIN FINANCIAL RES,MC,COMM
M,B,02252018,02262018,HOUSTON,TX,77078,820935,OPR_MOTOR VEH ON TOLL RD WHEN,MC,COMM
M,B,02252018,02262018,HOUSTON,TX,77078,821412,DRIVING WHILE LICENSE INVALID,MC,COMM
M,B,02252018,02262018,HOUSTON,TX,77078,540097,FAILURE MAINTAIN FINANCIAL RES,MC,COMM
M,B,02252018,02262018,HOUSTON,TX,77078,820697,RAN RED LIGHT,MC,COMM
M,B,02252018,02262018,HOUSTON,TX,77078,820289,FAILURE OR REFUSAL TO PAY TOLL,MC,COMM
M,B,02252018,02262018,HOUSTON,TX,77078,820935,OPR_MOTOR VEH ON TOLL RD WHEN,MC,COMM
M,B,02252018,02262018,HOUSTON,TX,77078,820112,NO DRIVER'S LICENSE,MC,COMM
M,B,02252018,02262018,HOUSTON,TX,77015,290156,CRIM MISCH >=100 <$750,MB,
F,W,02262018,02262018,PASADENA,TX,,230152,"THEFT <$2,500 2/MORE PREV CONV",FS,
F,B,02252018,02262018,HOUSTON,TX,,239100,THEFT >=$100<$750,MB,
F,B,02252018,02262018,HOUSTON,TX,,570703,TRESPASS PROP/BLDG-NO FORB ENT,MB,
F,B,02252018,02262018,HOU,TX,,820935,OPR_MOTOR VEH ON TOLL RD WHEN,MC,COMM
F,B,02252018,02262018,HOU,TX,,820808,NO DRIVER LICENSE ON DEMAND,MC,DERR
F,B,02252018,02262018,HOU,TX,,820935,OPR_MOTOR VEH ON TOLL RD WHEN,MC,COMM
M,B,02242018,02262018,CHANNELVIE,TX,77530,540408,DWI THIRD,F3,
M,W,02262018,02262018,HOUSTON,TX,77093,131420,ASSAULT-FAMILY MEMBER,MA,
M,W,02262018,02262018,HOUSTON,TX,77093,131420,ASSAULT-FAMILY MEMBER,MA,
M,W,02252018,02262018,HOUSTON,TX,77013,480127,EVADING ARREST/DETENTION W/VEH,F3,
M,W,02252018,02262018,HOUSTON,TX,77013,540471,DWI 1ST OFFENDER BAC>=0.15,MA,
M,B,02242018,02262018,HOUSTON,TX,77077,139909,ASSLT FAM/HOUSEHOLD MEM W/PREV,F3,
M,B,02242018,02262018,HOUSTON,TX,77099,360501,INDECENT EXPOSURE,MB,
M,B,02242018,02262018,HOUSTON,TX,77020,131408,ASLT FAM/HOUSE MEM IMPED BRTH/,F3,
M,W,02252018,02262018,HOUSTON,TX,77036,131420,ASSAULT-FAMILY MEMBER,MA,
M,B,02252018,02262018,HOUSTON,TX,77048,570703,TRESPASS PROP/BLDG-NO FORB ENT,MB,
M,B,02252018,02262018,HOUSTON,TX,,570703,TRESPASS PROP/BLDG-NO FORB ENT,MB,
M,B,02242018,02262018,,,,540465,DWI W/CHILD UNDER 15 YOA,FS,
M,B,02252018,02262018,HOUSTON,TX,77088,550053,UNLAWFUL RESTRAINT,MA,
M,B,02252018,02262018,HOUSTON,TX,77088,570716,CRIM TRES HAB/SHLTR/SUPRFUND/I,MA,
M,B,02232018,02262018,GRAND PRAI,TX,75050,250118,FORGERY,FS,
M,W,02252018,02262018,HOUSTON,TX,77036,820105,FAIL TO CHANGE ADDRESS OF DRIV,MC,DISP
