SEX,RACE,ARREST DATE,BOOKING DATE,ADDRESS CITY,ADDRESS STATE,ADDRESS ZIP,CHARGE CODE,CHARGE WORDING,CHARGE LEVEL,DISPOSITION
M,B,10122016,10132016,KATY,TX,77449,131414,ASSAULT-BOD INJ-FAMILY MEMBER,F3,
M,B,10112016,10132016,HOUSTON,TX,,559904,POSS CS PG 1 <1G,FS,
M,B,10112016,10132016,HOUSTON,TX,,359922,POSS W/INT DEL CS 4G <200 GRAM,F2,
M,B,10112016,10132016,HOUSTON,TX,,480127,EVADING ARREST/DETENTION W/VEH,F3,
M,W,10122016,10132016,FRIENDSWOO,TX,77546,559904,POSS CS PG 1 <1G,FS,
M,W,10122016,10132016,HOUSTON,TX,77076,549907,DRV W/LIC INV W/PR CN/SUS/W/O,MB,
F,B,10112016,10132016,HOUSTON,TX,77054,260446,FRAUD/USE/POSS ID INFO- 5-9 IT,F3,
M,W,10122016,10132016,HUMBLE,TX,77338,540467,DWI/OPEN ALCOHOL CONTAINER,MB,
F,B,10122016,10132016,HOUSTON,TX,77088,230151,"THEFT >=$750 <$2,500",MA,
F,B,10122016,10132016,HOUSTON,TX,77088,820112,NO DRIVER'S LICENSE,MC,COMM
F,B,10122016,10132016,HOUSTON,TX,77088,820828,EXPIRED INSPECTION CERTIFICATE,MC,COMM
M,W,10122016,10132016,HOUSTON,TX,,090320,MURDER,F1,
M,W,10122016,10132016,HOUSTON,TX,,820112,NO DRIVER'S LICENSE,MC,COMM
M,W,10122016,10132016,HOUSTON,TX,,820104,SPEEDING,MC,COMM
M,W,10122016,10132016,HOUSTON,TX,,820112,NO DRIVER'S LICENSE,MC,COMM
M,W,10122016,10132016,HOUSTON,TX,,820104,SPEEDING,MC,COMM
M,W,10122016,10132016,HOUSTON,TX,,820746,VIOLATE PROMISE TO APPEAR,MC,COMM
F,W,10122016,10132016,OTHER,TX,75670,356226,POSS MARIJUANA UNDER 2 OZ (HSC,MB,
F,B,10122016,10132016,HOUSTON,TX,77044,549907,DRV W/LIC INV W/PR CN/SUS/W/O,MB,
M,W,10122016,10132016,HOUSTON,TX,77038,520327,CARRYING HANDGUN IN MOTOR VEHI,MA,
